user_id,session_id,clip_id,hr_mean,hr_max,hr_change_from_baseline,hr_slope,hr_recovery,eda_mean,eda_change_from_baseline,eda_peak_count,eda_max_amplitude,eda_slope,eda_recovery
demo_user_04,demo_session_04,clip_004,81.623,88.405,10.107,0.2885,-6.387,1.8885,0.3669,6,0.3251,0.00928,-0.0861
demo_user_04,demo_session_04,clip_009,75.451,79.155,9.825,0.2785,-3.448,1.221,0.3712,3,0.2093,0.01171,-0.1736
demo_user_04,demo_session_04,clip_001,74.622,78.072,5.444,0.1675,-1.721,0.9761,0.1289,1,0.1263,0.00441,-0.033
demo_user_04,demo_session_04,clip_011,77.126,82.952,13.148,0.4522,-4.577,1.4212,0.5074,6,0.3063,0.01988,-0.2527
demo_user_04,demo_session_04,clip_015,73.427,75.293,4.011,0.1356,-1.204,1.0375,0.1863,2,0.1259,0.00755,-0.0687
demo_user_05,demo_session_05,clip_007,77.194,81.869,8.795,0.3016,-5.677,1.3912,0.2275,2,0.177,0.00873,-0.1046
demo_user_05,demo_session_05,clip_002,75.76,77.924,5.0,0.1675,-1.555,1.4941,0.2888,8,0.1772,0.00931,-0.0975
demo_user_05,demo_session_05,clip_016,70.413,71.801,2.864,0.0603,-1.738,0.8973,0.1438,2,0.068,0.00388,-0.062
demo_user_05,demo_session_05,clip_008,76.5,78.887,3.219,0.0969,-1.371,1.2068,0.0921,1,0.0646,0.00308,-0.0214
demo_user_05,demo_session_05,clip_012,71.969,71.969,2.938,0.1134,-1.528,1.3836,0.0602,2,0.0243,0.00295,-0.0163
demo_user_05,demo_session_05,clip_003,67.837,69.954,2.863,0.0822,-1.718,1.1348,0.0995,0,0.1016,0.00628,-0.0354
demo_user_05,demo_session_05,clip_001,76.581,82.362,7.111,0.2398,-3.145,1.2571,0.2246,3,0.0974,0.00336,-0.0638
demo_user_05,demo_session_05,clip_009,77.538,84.812,10.45,0.3434,-3.096,1.5017,0.3514,3,0.2035,0.01103,-0.1931
demo_user_05,demo_session_05,clip_004,75.756,80.344,7.261,0.2584,-3.045,1.623,0.4126,3,0.3099,0.01197,-0.1548
demo_user_05,demo_session_05,clip_014,76.751,83.05,7.09,0.2024,-4.101,1.5734,0.3024,4,0.1829,0.01399,-0.0945
demo_user_05,demo_session_05,clip_006,75.383,82.725,8.475,0.2637,-4.745,1.1642,0.1426,1,0.1694,0.0042,-0.0611
demo_user_05,demo_session_05,clip_011,78.32,90.07,15.314,0.4525,-5.171,1.2779,0.4394,4,0.3034,0.01302,-0.2035
demo_user_05,demo_session_05,clip_013,75.643,80.518,6.88,0.1939,-2.328,1.3353,0.3084,3,0.1561,0.00919,-0.0929
demo_user_05,demo_session_05,clip_017,68.537,71.699,0.0,-0.0021,-0.0,1.0361,0.0206,0,0.0198,-0.0016,-0.0069
demo_user_05,demo_session_05,clip_005,73.412,74.22,2.513,0.0802,-1.101,1.2203,0.0157,0,0.0118,0.00355,-0.0083
demo_user_05,demo_session_05,clip_015,77.743,78.272,3.05,0.0854,-1.153,1.3727,0.0137,0,0.0137,-0.00168,-0.003
demo_user_05,demo_session_05,clip_018,74.91,77.398,5.0,0.1998,-2.759,0.9752,0.0092,0,0.0118,0.00418,-0.0035
demo_user_05,demo_session_05,clip_010,70.513,71.666,3.096,0.1053,-1.266,1.2329,0.0466,1,0.0207,-0.00082,-0.0114
demo_user_06,demo_session_06,clip_013,76.74,81.115,6.641,0.2289,-3.133,1.5039,0.197,5,0.0642,0.00468,-0.0633
demo_user_06,demo_session_06,clip_015,77.322,78.948,1.946,0.1033,-1.223,1.2989,0.0954,2,0.0307,0.00205,-0.0499
demo_user_06,demo_session_06,clip_005,72.579,74.015,1.127,0.037,-0.45,1.1182,0.1233,2,0.0879,0.00658,-0.0363
demo_user_06,demo_session_06,clip_012,71.843,73.858,1.385,0.0615,-0.613,0.8383,0.057,1,0.0262,0.00115,-0.031
demo_user_06,demo_session_06,clip_018,75.422,75.422,0.605,-0.017,-0.318,1.3088,0.1202,1,0.0798,0.00172,-0.0521
demo_user_06,demo_session_06,clip_006,70.613,74.553,5.456,0.1921,-3.49,0.8483,0.0698,1,0.0467,0.00373,-0.0299
demo_user_06,demo_session_06,clip_004,81.304,92.778,17.0,0.6145,-5.309,1.2111,0.5551,6,0.3506,0.01737,-0.2889
demo_user_06,demo_session_06,clip_014,74.095,74.254,4.679,0.1181,-2.996,1.3148,0.0998,1,0.088,0.00454,-0.0529
demo_user_06,demo_session_06,clip_010,74.118,75.833,1.966,0.0968,-0.552,1.3992,0.0697,1,0.0489,0.00333,-0.0248
demo_user_06,demo_session_06,clip_008,76.181,76.181,1.059,0.0272,-0.33,1.4667,0.0727,0,0.0536,0.00095,-0.0195
demo_user_06,demo_session_06,clip_016,74.456,77.247,2.973,0.0998,-1.66,1.0908,0.0972,3,0.0302,0.00261,-0.0256
demo_user_06,demo_session_06,clip_002,81.712,91.988,14.204,0.3996,-6.314,1.3375,0.238,3,0.1528,0.0113,-0.0827
demo_user_06,demo_session_06,clip_003,69.822,72.016,2.505,0.1202,-1.265,1.5922,0.1179,2,0.0486,0.01083,-0.0496
demo_user_06,demo_session_06,clip_007,78.803,85.782,9.071,0.2458,-5.514,1.2498,0.1177,4,0.0528,0.00343,-0.0281
demo_user_06,demo_session_06,clip_011,73.89,77.837,5.629,0.1608,-1.565,1.3253,0.3772,5,0.3161,0.00926,-0.1787
demo_user_06,demo_session_06,clip_001,75.65,77.522,3.2,0.1084,-1.362,1.3793,0.0916,2,0.04,0.00574,-0.0302
demo_user_06,demo_session_06,clip_009,76.171,79.163,5.0,0.1912,-2.923,0.9096,0.2876,7,0.12,0.01561,-0.0802
demo_user_06,demo_session_06,clip_017,70.064,72.32,3.049,0.1154,-0.969,1.3428,0.1681,1,0.1077,0.0009,-0.037
demo_user_07,demo_session_07,clip_014,66.123,68.53,4.337,0.1155,-1.543,1.3249,0.1926,3,0.1051,0.00861,-0.0677
demo_user_07,demo_session_07,clip_004,70.317,74.822,10.075,0.332,-5.783,1.1245,0.5953,3,0.3926,0.01773,-0.2014
demo_user_07,demo_session_07,clip_007,59.283,59.951,2.258,0.1036,-0.987,1.0287,0.2902,5,0.1631,0.00541,-0.0769
demo_user_07,demo_session_07,clip_013,70.93,77.522,8.216,0.2295,-3.366,1.2518,0.233,1,0.1543,0.00549,-0.0598
demo_user_07,demo_session_07,clip_006,68.775,74.96,5.593,0.186,-3.145,0.8127,0.2187,1,0.2093,0.01054,-0.0995
demo_user_07,demo_session_07,clip_010,66.066,69.311,3.363,0.1076,-1.899,0.6713,0.0105,0,0.01,-0.00117,-0.003
demo_user_07,demo_session_07,clip_016,64.705,66.643,2.751,0.0973,-1.651,0.8454,0.1624,3,0.0564,0.00626,-0.0773
demo_user_07,demo_session_07,clip_005,61.346,62.171,1.875,0.0932,-0.51,0.8647,0.1013,2,0.0502,0.0053,-0.0509
demo_user_07,demo_session_07,clip_012,65.368,65.368,2.347,0.0833,-1.487,0.9083,0.1324,2,0.0744,0.00293,-0.0559
demo_user_07,demo_session_07,clip_017,64.592,65.904,0.0,-0.0146,-0.0,1.3742,0.1347,2,0.0824,0.00631,-0.0369
demo_user_07,demo_session_07,clip_009,66.701,79.821,13.142,0.475,-7.712,1.3265,0.5175,8,0.2829,0.01332,-0.2278
demo_user_07,demo_session_07,clip_003,63.18,65.251,0.915,0.0872,-0.457,0.996,0.0624,1,0.0402,0.00229,-0.0276
demo_user_07,demo_session_07,clip_018,62.855,63.682,0.911,0.0191,-0.505,0.9028,0.034,0,0.0279,-0.00275,-0.0127
demo_user_07,demo_session_07,clip_015,66.874,67.982,3.567,0.1492,-2.265,1.3976,0.0657,0,0.0633,-0.00259,-0.0173
demo_user_07,demo_session_07,clip_011,65.727,73.773,13.047,0.4273,-5.413,0.8995,0.2863,3,0.2493,0.00982,-0.0804
demo_user_07,demo_session_07,clip_001,68.367,71.396,6.454,0.2272,-3.263,0.892,0.2114,1,0.1594,0.00072,-0.1113
demo_user_07,demo_session_07,clip_008,68.208,71.417,3.71,0.1292,-1.534,1.434,0.1013,3,0.0209,0.00781,-0.0321
demo_user_07,demo_session_07,clip_002,68.201,73.489,8.238,0.2865,-3.976,0.8608,0.3423,3,0.2423,0.0109,-0.1702
demo_user_08,demo_session_08,clip_014,65.175,70.952,6.287,0.2314,-3.231,1.3691,0.2106,1,0.1385,0.00517,-0.0863
demo_user_08,demo_session_08,clip_018,60.704,63.415,0.51,0.0237,-0.252,0.8735,0.1315,0,0.1098,0.00498,-0.0636
demo_user_08,demo_session_08,clip_002,74.451,80.254,11.629,0.4031,-7.335,1.1748,0.3447,4,0.2501,0.01159,-0.161
demo_user_08,demo_session_08,clip_011,72.456,79.111,8.59,0.2565,-5.479,0.9208,0.6546,6,0.3924,0.01877,-0.2155
demo_user_08,demo_session_08,clip_003,62.485,66.681,3.025,0.1032,-1.595,0.8868,0.0442,1,0.0193,-0.00507,-0.0112
demo_user_08,demo_session_08,clip_013,64.223,67.625,2.0,0.052,-1.208,1.224,0.197,3,0.0937,0.00465,-0.0492
demo_user_08,demo_session_08,clip_016,63.939,64.833,1.669,0.0749,-0.49,1.0527,0.0629,1,0.0493,0.00275,-0.018
demo_user_08,demo_session_08,clip_005,67.287,68.649,2.684,0.0992,-1.683,0.9828,0.063,0,0.0669,0.0028,-0.0259
demo_user_08,demo_session_08,clip_007,69.875,73.407,5.676,0.2173,-1.456,1.5644,0.1407,1,0.1134,0.00136,-0.0696
demo_user_08,demo_session_08,clip_015,63.977,65.873,2.876,0.0962,-1.836,1.4167,0.0451,0,0.059,0.00189,-0.017
demo_user_08,demo_session_08,clip_004,64.523,69.779,6.0,0.1751,-2.132,1.1572,0.3464,3,0.3102,0.01432,-0.1116
demo_user_08,demo_session_08,clip_017,65.706,70.403,4.683,0.1653,-2.682,1.2366,0.1083,1,0.0868,0.00213,-0.0447
demo_user_08,demo_session_08,clip_008,63.132,64.46,1.156,0.03,-0.339,1.2127,0.1001,1,0.0938,-0.0026,-0.0296
demo_user_08,demo_session_08,clip_010,62.956,62.956,2.079,0.0887,-0.939,0.9784,0.0619,0,0.0735,0.00066,-0.0192
demo_user_08,demo_session_08,clip_001,70.014,76.486,6.436,0.2338,-3.592,1.3151,0.3416,3,0.2349,0.00985,-0.1404
demo_user_08,demo_session_08,clip_009,66.658,71.618,6.858,0.2279,-2.131,1.4877,0.5082,6,0.35,0.02356,-0.2023
demo_user_08,demo_session_08,clip_006,71.015,76.185,6.345,0.2032,-1.878,1.2926,0.3035,2,0.1965,0.0113,-0.1373
demo_user_08,demo_session_08,clip_012,63.358,64.51,1.028,0.014,-0.552,1.111,0.0484,1,0.0224,-0.00062,-0.0123
demo_user,demo_session,clip_011,71.516,79.213,7.168,0.254,-3.666,1.9397,0.4643,6,0.3302,0.02184,-0.1994
demo_user,demo_session,clip_013,62.843,64.386,2.0,0.0203,-0.71,1.2411,0.1348,2,0.0988,0.00454,-0.0453
demo_user,demo_session,clip_012,63.238,64.964,0.861,0.0732,-0.409,1.5349,0.1575,3,0.0448,0.00529,-0.0729
demo_user,demo_session,clip_010,63.701,64.144,1.863,0.0742,-0.606,1.3447,0.12,2,0.0653,0.00014,-0.0536
demo_user,demo_session,clip_014,64.007,65.824,3.653,0.1509,-2.3,1.2767,0.2037,4,0.1159,0.00653,-0.0743
demo_user,demo_session,clip_003,66.584,67.88,0.0,0.0152,-0.0,1.4992,0.0977,2,0.0648,-0.00228,-0.051
demo_user,demo_session,clip_009,67.697,73.318,11.249,0.3924,-4.475,0.9665,0.4362,5,0.3994,0.01745,-0.0978
demo_user,demo_session,clip_016,68.608,71.528,2.625,0.0766,-1.104,1.4705,0.1006,2,0.0493,0.00187,-0.0373
demo_user,demo_session,clip_001,69.964,74.852,5.527,0.2127,-1.936,1.6864,0.3876,4,0.2729,0.00577,-0.0979
demo_user,demo_session,clip_006,68.655,69.097,2.0,0.0929,-0.557,1.0487,0.1864,1,0.123,0.01065,-0.0866
demo_user,demo_session,clip_004,66.671,70.94,5.0,0.2059,-3.199,1.4302,0.4359,7,0.3135,0.01347,-0.1692
demo_user,demo_session,clip_018,70.305,72.683,5.0,0.1057,-1.387,1.4445,0.0638,0,0.0517,3e-05,-0.0269
demo_user,demo_session,clip_002,69.798,76.129,9.74,0.3201,-4.706,1.5759,0.5249,7,0.3278,0.01926,-0.2258
demo_user,demo_session,clip_015,67.02,70.177,3.372,0.0899,-1.642,1.1482,0.075,0,0.0702,-0.00261,-0.0343
demo_user,demo_session,clip_017,69.622,72.502,3.554,0.104,-1.607,0.8765,0.0735,2,0.0447,0.00792,-0.0174
demo_user,demo_session,clip_008,63.397,64.99,3.439,0.1331,-1.987,1.1366,0.0986,1,0.0555,0.0111,-0.0209
demo_user,demo_session,clip_007,69.125,71.276,4.584,0.1489,-1.562,1.432,0.116,4,0.0487,0.00176,-0.0319
demo_user,demo_session,clip_005,68.081,68.541,1.383,0.0241,-0.778,1.2682,0.1258,3,0.0674,0.00408,-0.0257
