user_id,target_mood,rank,clip_id,track_name,artist,score,predicted_mood,predicted_arousal,predicted_valence,valence_prob_negative,valence_prob_neutral,valence_prob_positive
ryan_calib,relaxed,22,clip_020,Delilah (pull me out of this),Fred again.. & Delilah Montagu,0.889580159844298,relaxed,0.37607532902253005,positive,0.03867170993295107,0.027977804311532222,0.9333504857555166
ryan_calib,relaxed,23,clip_128,Bidi Bidi Bom Bom,Selena,0.8820333946343224,happy,0.4915267816282281,positive,0.0007495663838511938,0.001510254806792827,0.997740178809356
ryan_calib,relaxed,24,clip_231,En El 2000,Natalia Lafourcade,0.8805333631108638,happy,0.4902826104436258,positive,0.002066774080259669,0.003522547105883585,0.9944106788138568
ryan_calib,relaxed,25,clip_069,One More Time,Daft Punk,0.8768791404770704,happy,0.49903851248256464,positive,0.0033669925589389586,0.0024754316575674898,0.9941575757834936
ryan_calib,relaxed,26,clip_087,"Happy (From ""Despicable Me 2"")",Pharrell Williams,0.8731217004773393,happy,0.512275260887315,positive,0.0012884333114024742,0.001991891968155459,0.9967196747204421
ryan_calib,relaxed,27,clip_127,Bamboleo,Gipsy Kings,0.8679815725272508,happy,0.5264546138641331,positive,0.001710984888132899,0.0006833183236934384,0.9976056967881736
ryan_calib,relaxed,28,clip_142,Go Your Own Way,Fleetwood Mac,0.8666620207823648,happy,0.5250100050535649,positive,0.004223318321561622,0.001333310338787289,0.9944433713396511
ryan_calib,relaxed,29,clip_054,Juicy,The Notorious B.I.G.,0.8651368235654571,happy,0.5294374847513728,positive,0.0004777990641713297,0.00466917182581834,0.9948530291100104
ryan_calib,relaxed,30,clip_188,Epoch,Tycho,0.8641698312985213,happy,0.5316285198193056,positive,0.0006758274416203783,0.004622107181306836,0.9947020653770727
ryan_calib,relaxed,31,clip_011,Levitating,Dua Lipa,0.8632530738771322,happy,0.5387487789986048,positive,0.0012278405422908366,0.0008511836634189927,0.9979209757942902
ryan_calib,relaxed,32,clip_185,Kerala,Bonobo,0.8621938120496527,happy,0.540607349788472,positive,0.001789747313190271,0.0008156660784070575,0.9973945866084026
ryan_calib,relaxed,33,clip_129,La Camisa Negra,Juanes,0.8610396902855404,happy,0.5397347173765625,positive,0.0029640340750163576,0.002146670531374656,0.9948892953936089
ryan_calib,relaxed,34,clip_172,Raydar,JID,0.860682729163482,happy,0.5445246004008006,positive,0.001141652604574282,0.0013707318557552267,0.9974876155396705
ryan_calib,relaxed,35,clip_167,The Lark Ascending,Sir Andrew Davis & BBC Symphony Orchestra,0.8599707511052768,happy,0.5436328618627823,positive,0.0016911023814630062,0.0026024045345541093,0.9957064930839828
ryan_calib,relaxed,36,clip_100,Girls Just Want to Have Fun,Cyndi Lauper,0.8589259727702039,relaxed,0.38759643968130764,positive,0.08649410335393995,0.02356498224151529,0.8899409144045449
ryan_calib,relaxed,37,clip_027,Jolene,Dolly Parton,0.8582219206031527,happy,0.5238943001352476,positive,0.011255249646563539,0.009112015924683288,0.9796327344287531
ryan_calib,relaxed,38,clip_136,Fast Car,Tracy Chapman,0.8556184149756692,happy,0.5569732850710956,positive,0.0003901815484439916,0.002263603444710515,0.9973462150068455
ryan_calib,relaxed,39,clip_198,Silk Chiffon (feat. Phoebe Bridgers),MUNA,0.8465979638552382,happy,0.5808855293016797,positive,0.0005525238513030025,0.0011938501888467629,0.9982536259598502
ryan_calib,relaxed,40,clip_044,Seasons (Spring): I. Allegro,Jonathan Carney & Royal Philharmonic Orchestra,0.8454957581552598,happy,0.5793711041983949,positive,0.00277115884788747,0.0018218414277496138,0.9954069997243629
ryan_calib,relaxed,41,clip_223,Hasta la Raíz,Natalia Lafourcade,0.842986526847583,happy,0.5867031374118566,positive,0.0025010489450995863,0.001385981367690986,0.9961129696872094
ryan_calib,relaxed,42,clip_137,Blue Monday,New Order,0.8422901087541776,happy,0.5921378257243776,positive,0.0005233603142827326,0.000901241279169435,0.9985753984065479
ryan_calib,relaxed,43,clip_206,Life's What You Make It,Talk Talk,0.8405392729909178,relaxed,0.380439515749898,positive,0.004930047533349395,0.1405448203151889,0.8545251321514616
ryan_calib,relaxed,44,clip_199,XS,Rina Sawayama,0.8359874351092886,happy,0.5596181350823228,positive,0.022771164619424147,0.010837686810212643,0.9663911485703631
ryan_calib,relaxed,45,clip_130,Mi Gente,J Balvin & Willy William,0.8358141361544773,happy,0.6039263121295978,positive,0.0004112648113922581,0.003947633511413784,0.995641101677194
ryan_calib,relaxed,46,clip_202,Only Acting,Kero Kero Bonito,0.8355415598171259,happy,0.6076616345368229,positive,0.00021586922845338348,0.0021071080517882667,0.9976770227197584
ryan_calib,relaxed,47,clip_082,Rolling in the Deep,Adele,0.8302705252755481,happy,0.5667066122218023,positive,0.005745956056254252,0.03266542700329719,0.9615886169404485
ryan_calib,relaxed,48,clip_096,Sweet Dreams (Are Made of This),Eurythmics,0.8237878618197714,relaxed,0.38009019175828607,positive,0.1332493325339885,0.040377436594201815,0.8263732308718097
ryan_calib,relaxed,49,clip_146,Sweet Child O' Mine,Guns N' Roses,0.8227751530383578,relaxed,0.3971196583338983,positive,0.15825417360432312,0.005707465775815118,0.8360383606198618
ryan_calib,relaxed,50,clip_195,Dreams Tonite,Alvvays,0.8139492770081811,happy,0.41915737768124584,positive,0.15682318450096758,0.007156435364566702,0.8360203801344658
ryan_calib,relaxed,51,clip_150,The Chain,Fleetwood Mac,0.8115337377799174,excited,0.6655091454845244,positive,0.0015093534804564875,0.0022616532299980993,0.9962289932895454
ryan_calib,relaxed,52,clip_058,Ms. Jackson (Radio Mix),Outkast,0.80985227978589,relaxed,0.3617310141044512,positive,0.01577440462061485,0.19331778633326765,0.7909078090461176
ryan_calib,relaxed,53,clip_086,Uptown Funk (feat. Bruno Mars),Mark Ronson,0.8085791927639399,happy,0.5789933777636215,positive,0.008182713627167517,0.058189713257185145,0.9336275731156474
ryan_calib,relaxed,54,clip_184,Glue,Bicep,0.8010674510247949,happy,0.4797482174368649,positive,0.00430299058279871,0.14075244608463316,0.8549445633325682
ryan_calib,relaxed,55,clip_126,Oye Como Va,Santana,0.7992921382511096,happy,0.4777603882435536,positive,0.005103084599485319,0.14423642615296325,0.8506604892475514
ryan_calib,relaxed,56,clip_075,Scary Monsters and Nice Sprites,Skrillex,0.7990840178813835,happy,0.4798494944765398,positive,0.08687957408835585,0.061414066458311836,0.8517063594533323
ryan_calib,relaxed,57,clip_233,Friday Morning,Khruangbin,0.7966345667351991,excited,0.700803011621451,positive,0.0028092362050478855,0.0022644781553197205,0.9949262856396324
ryan_calib,relaxed,58,clip_145,September,"Earth, Wind & Fire",0.7929239666022572,happy,0.5567436040934232,positive,0.08332784521289675,0.023969807721059354,0.892702347066044
ryan_calib,relaxed,59,clip_080,Shake It Off,Taylor Swift,0.7911341265104209,relaxed,0.3668930545644952,positive,0.03875237651263456,0.1980953762603338,0.7631522472270317
ryan_calib,relaxed,60,clip_060,God's Plan,Drake,0.7787454203185944,happy,0.43484176837266003,positive,0.08622294792407068,0.12597350596316545,0.7878035461127639
ryan_calib,relaxed,61,clip_070,Sandstorm,Darude,0.7765035691341746,relaxed,0.28784091681231944,positive,0.018607702350519107,0.29532573788431044,0.6860665597651705
ryan_calib,relaxed,62,clip_105,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,0.7724264132708838,happy,0.5707270965406702,positive,0.02266813253863761,0.10946978098277589,0.8678620864785864
ryan_calib,relaxed,63,clip_116,Through the Fire and Flames,DragonForce,0.7684036394437199,happy,0.5093284963662745,positive,0.16681579734669483,0.012959139336255615,0.8202250633170496
ryan_calib,relaxed,64,clip_173,None Shall Pass,Aesop Rock,0.7657839969016449,happy,0.5636969749992771,positive,0.005549801589687756,0.14234555357471942,0.8521046448355929
ryan_calib,relaxed,65,clip_120,La Tortura,Shakira,0.7618545192364214,happy,0.4325650776964416,positive,0.014539135069261133,0.22732661440574187,0.7581342505249969
ryan_calib,relaxed,66,clip_134,Dog Days Are Over,Florence + the Machine,0.758293276474401,happy,0.5826134745191889,positive,0.006535155250622668,0.14123373427924962,0.8522311104701277
ryan_calib,relaxed,67,clip_007,Here Comes the Sun,The Beatles,0.7173967710940969,happy,0.5055534403172519,positive,0.03760336201650879,0.22969972594849514,0.7326969120349962
ryan_calib,relaxed,68,clip_059,In da Club,50 Cent,0.7025954156303753,happy,0.6015810730422926,positive,0.032834278926215495,0.19511931299496382,0.7720464080788206
ryan_calib,relaxed,69,clip_066,Strobe,deadmau5,0.6594648041162121,happy,0.5278111734218992,positive,0.16674229925450307,0.18227557827054425,0.6509821224749528
ryan_calib,relaxed,70,clip_104,Livin' On a Prayer,Bon Jovi,0.6553911902409477,happy,0.487969459390306,positive,0.31829206412986705,0.06407631254168297,0.6176316233284501
ryan_calib,relaxed,71,clip_017,Canary Forest,"Middle School, Aso & Aviino",0.6519205338444272,happy,0.5858723820600514,positive,0.037957439716345374,0.2849267491695753,0.6771158111140795
ryan_calib,relaxed,72,clip_081,Bad Romance,Lady Gaga,0.6476514496631043,happy,0.45579908663239255,positive,0.020704963827326853,0.39600989564590433,0.5832851405267688
ryan_calib,relaxed,73,clip_006,bad guy,Billie Eilish,0.6396215028546963,relaxed,0.36643996971815407,positive,0.1431236823878695,0.34654716637553407,0.5103291512365965
ryan_calib,relaxed,74,clip_097,Everybody Wants to Rule the World,Tears for Fears,0.6355478587197834,relaxed,0.3449869670097946,positive,0.2271114706529235,0.2836507868075746,0.4892377425395019
ryan_calib,relaxed,75,clip_040,Canon in D,"Johann Pachelbel, Study Music Academy & Study Music Group",0.6323722859190313,relaxed,0.3744619612451506,positive,0.028162043389284616,0.4682428392488963,0.5035951173618191
ryan_calib,relaxed,76,clip_103,Careless Whisper,George Michael,0.6294939865857534,happy,0.5623757197415487,positive,0.04606227563837898,0.3298639335576662,0.6240737908039548
ryan_calib,relaxed,77,clip_099,Africa,Toto,0.6281226611935709,happy,0.595756580604118,positive,0.008276179818430594,0.3476816644562061,0.6440421557253633
ryan_calib,relaxed,78,clip_190,Archangel,Burial,0.628073821719636,relaxed,0.3427118561154853,positive,0.09602807280204857,0.4287076535882347,0.4752642736097167
ryan_calib,relaxed,79,clip_209,Cities In Dust,Siouxsie & The Banshees,0.6249461785286733,happy,0.5384919939236887,positive,0.013149064051593261,0.38627930911815866,0.600571626830248
ryan_calib,relaxed,80,clip_062,Shook Ones (Pt.2),Mobb Deep,0.614942913701904,happy,0.5147763316595653,positive,0.01155767961553417,0.4203532431082488,0.5680890772762169
ryan_calib,relaxed,81,clip_091,Royals,Lorde,0.6118072473077782,happy,0.4244778699090714,positive,0.010890800472863685,0.4864452074081252,0.5026639921190111
ryan_calib,relaxed,82,clip_078,Turn Down for What,DJ Snake & Lil Jon,0.6111660123113059,happy,0.5951336255466609,positive,0.025558970949529292,0.359075258167187,0.6153657708832837
ryan_calib,relaxed,83,clip_095,Billie Jean,Michael Jackson,0.5991284242789955,happy,0.5007142990381398,positive,0.434651438928931,0.03299165458064994,0.532356906490419
ryan_calib,relaxed,84,clip_014,"Luv(sic.), Pt. 3 [feat. Shing02]",Nujabes,0.5901435932914186,happy,0.48498791893428833,positive,0.35983531220421544,0.13326675302056132,0.5068979347752233
ryan_calib,relaxed,85,clip_005,Weightless,Marconi Union,0.5868814199938517,happy,0.5218151320298489,positive,0.39255274160324544,0.08143480372043592,0.5260124546763186
ryan_calib,relaxed,86,clip_015,Affection,Jinsang,0.5654937815397296,happy,0.4419452555091087,positive,0.15764180827630478,0.40523838548474,0.43711980623895524
ryan_calib,relaxed,87,clip_071,Language,Porter Robinson,0.5420311442033885,happy,0.6206952134323828,positive,0.22284067782651173,0.2599772728795857,0.5171820492939025
ryan_calib,relaxed,88,clip_025,Feeling Good,Nina Simone,0.5370908472463239,sad,0.4166494409039675,negative,0.436360209346655,0.1907220846401603,0.37291770601318475
ryan_calib,relaxed,89,clip_063,California Love (feat. Roger Troutman & Dr. Dre),2Pac,0.5327655138613537,happy,0.5255248102210307,positive,0.4209961410668237,0.14071146235023294,0.43829239658294333
ryan_calib,relaxed,90,clip_068,Levels,Avicii,0.5315590940023223,neutral,0.37299334815626906,neutral,0.23584893816167946,0.4295570063969375,0.3345940554413832
ryan_calib,relaxed,91,clip_139,Smells Like Teen Spirit,Nirvana,0.5249593740286126,calm,0.3329607551221002,neutral,0.18397002040276153,0.519123852801484,0.29690612679575445
ryan_calib,relaxed,92,clip_065,DNA.,Kendrick Lamar,0.5222863802271446,calm,0.3415718353418322,neutral,0.04207812319407015,0.6597300195328005,0.2981918572731292
ryan_calib,relaxed,93,clip_079,Sweet Nothing (feat. Florence Welch),Calvin Harris,0.5113703218269852,sad,0.34716213821553865,negative,0.7096576825886912,0.006617022222641001,0.28372529518866774
ryan_calib,relaxed,94,clip_034,Cantaloupe Island,Herbie Hancock,0.4897197569994428,neutral,0.40038967278003473,neutral,0.0198788421780671,0.6969951143028384,0.28312604351909454
ryan_calib,relaxed,95,clip_115,Enter Sandman,Metallica,0.48187668136076045,happy,0.6357676110906769,positive,0.19859633645264985,0.37443078721896467,0.42697287632838543
ryan_calib,relaxed,96,clip_114,War Pigs,Black Sabbath,0.47765534203019655,neutral,0.6391747874132566,neutral,0.0791396579609788,0.498651580379856,0.4222087616591652
ryan_calib,relaxed,97,clip_051,Requiem - Lacrimosa,"Gustav Kuhn, Orchester der Tiroler Festspiele, Hiroko Kouda, Monika Waeckerle, Patrizio Saudelli, Xiaoliang Li, Inntal Chor & Chorvereinigung Erl",0.47166578333008524,sad,0.3836931984312851,negative,0.44768608987898895,0.31040880561667894,0.24190510450433206
ryan_calib,relaxed,98,clip_230,Labios Rotos,ZOE,0.46922749565148186,calm,0.22415358154677614,neutral,0.09880857048676762,0.7697098823962453,0.13148154711698715
ryan_calib,relaxed,99,clip_112,Painkiller,Judas Priest,0.46838762462100925,sad,0.3367138592579232,negative,0.5083939987131129,0.2864840540799229,0.20512194720696417
ryan_calib,relaxed,100,clip_033,Autumn Leaves,Cannonball Adderley,0.4626149519740481,neutral,0.5869078684296085,neutral,0.034629652761607385,0.6030735149952402,0.3622968322431525
ryan_calib,relaxed,101,clip_207,Love My Way,The Psychedelic Furs,0.44873268665786203,sad,0.2028748001628676,negative,0.904448220230941,0.012414101897377235,0.08313767787168169
ryan_calib,relaxed,102,clip_057,Alright,Kendrick Lamar,0.4416652336829485,neutral,0.41461619057096044,neutral,0.024310335602346734,0.7631701478787656,0.21251951651888779
ryan_calib,relaxed,103,clip_222,Marigold,Periphery,0.44023419818303483,sad,0.34625773539349763,negative,0.8291141735013445,0.006323672597932308,0.16456215390072312
ryan_calib,relaxed,104,clip_117,Pull Me Under,Dream Theater,0.437703662907637,sad,0.37410126426843104,negative,0.7789503985426055,0.04214265376571211,0.1789069476916823
ryan_calib,relaxed,105,clip_013,Feather (feat. Cise Starr & Akin),Nujabes,0.4371076711889388,calm,0.3306032270755572,neutral,0.14554783733822432,0.705537225963173,0.14891493669860276
ryan_calib,relaxed,106,clip_228,Amárrame (feat. Juanes),Mon Laferte,0.4324819563821642,calm,0.32050939317879146,neutral,0.08059901639997695,0.7849247941772218,0.13447618942280126
ryan_calib,relaxed,107,clip_053,HUMBLE.,Kendrick Lamar,0.4297288664500698,neutral,0.570936651110077,neutral,0.29902665548825685,0.4041341330215756,0.29683921149016756
ryan_calib,relaxed,108,clip_046,Gymnopedie No.1,Erik Satie,0.42934486114074777,neutral,0.431873792254352,neutral,0.2634577758151215,0.5330515941140641,0.2034906300708143
ryan_calib,relaxed,109,clip_218,Autre Temps,Alcest,0.4170592495698659,calm,0.18710607577461533,neutral,0.026095889956108873,0.9368760779438582,0.03702803210003298
ryan_calib,relaxed,110,clip_166,"Prélude in G Minor, Op. 23 No. 5",Sergei Rachmaninoff,0.4140441439989411,sad,0.37625899185784184,negative,0.47588695657201907,0.3832001421911846,0.14091290123679645
ryan_calib,relaxed,111,clip_211,Enola Gay,Orchestral Manoeuvres In the Dark,0.4101512449293978,calm,0.3004140950667474,neutral,0.009708701760264471,0.906429826646241,0.08386147159349448
ryan_calib,relaxed,112,clip_076,Don't You Worry Child (feat. John Martin),Swedish House Mafia,0.4095289375433231,sad,0.569051239651789,negative,0.4612717017172632,0.27681257594267217,0.26191572234006455
ryan_calib,relaxed,113,clip_110,Chop Suey!,System Of A Down,0.40667404311091526,sad,0.4025029838563617,negative,0.8319215177666185,0.021953087810948395,0.1461253944224332
ryan_calib,relaxed,114,clip_101,With or Without You,U2,0.3998432209560873,neutral,0.474815943339932,neutral,0.13418829377723496,0.6828623757359981,0.18294933048676684
ryan_calib,relaxed,115,clip_197,Be Sweet,Japanese Breakfast,0.3979111284395728,neutral,0.36585504962829624,neutral,0.006439821400162422,0.8864715981150187,0.10708858048481881
ryan_calib,relaxed,116,clip_029,Blue In Green,Miles Davis,0.3976539411316756,calm,0.3208470707954967,neutral,0.4008618485288392,0.5224835357213703,0.07665461574979052
ryan_calib,relaxed,117,clip_226,Eres,Café Tacvba,0.39525841758747654,sad,0.3187145484002226,negative,0.9101014483541134,0.018658156733277406,0.07124039491260918
ryan_calib,relaxed,118,clip_164,Fantasia on a Theme by Thomas Tallis,London Philharmonic Orchestra & Sir Roger Norrington,0.39299180143220824,calm,0.3195961417724961,neutral,0.006238970542438503,0.9257105992222171,0.0680504302353444
ryan_calib,relaxed,119,clip_236,How Do I Let a Good Man Down?,Sharon Jones & The Dap-Kings,0.3924573738003436,calm,0.33518885676956756,neutral,0.029084315994439,0.8933608231586099,0.07755486084695114
ryan_calib,relaxed,120,clip_232,Tuyo,Rodrigo Amarante,0.39091189117890135,sad,0.3600548800399679,negative,0.4647879374649872,0.4436556572101986,0.09155640532481411
ryan_calib,relaxed,121,clip_147,Killing in the Name (Live at 2000 Democratic National Convention),Rage Against the Machine,0.39074613460522056,sad,0.2987967285698552,negative,0.9378459701208786,0.011712653157183802,0.050441376721937714
ryan_calib,relaxed,122,clip_216,My Curse,Killswitch Engage,0.3829819090009166,sad,0.26161334752590093,negative,0.9796992930044193,0.007588626976785904,0.01271208001879489
ryan_calib,relaxed,123,clip_055,C.R.E.A.M. (Cash Rules Everything Around Me) [Radio Edit],Wu-Tang Clan,0.37895448746084265,calm,0.3351248102685733,neutral,0.019130441377499943,0.9258622060087133,0.05500735261378668
ryan_calib,relaxed,124,clip_201,So Hot You're Hurting My Feelings,Caroline Polachek,0.3785909819071512,neutral,0.3768259676924023,neutral,0.012377974483585179,0.9054197438762281,0.08220228164018678
ryan_calib,relaxed,125,clip_234,Your Hand In Mine,Explosions In the Sky,0.3699757010946868,sad,0.3555378154920012,negative,0.4995837268109549,0.4467648943698997,0.0536513788191454
ryan_calib,relaxed,126,clip_072,Clarity (feat. Foxes),Zedd,0.3688264526283719,sad,0.34701734939053563,negative,0.946294059420258,0.007650286605431859,0.04605565397431011
ryan_calib,relaxed,127,clip_102,The Final Countdown,Europe,0.3688156167285262,sad,0.5400709775037876,negative,0.751783594502596,0.07347639261400199,0.17474001288340205
ryan_calib,relaxed,128,clip_024,Take Five,Dave Brubeck,0.36837533542386763,neutral,0.3542313283856256,neutral,0.011636271490773356,0.9382506172123636,0.050113111296863105
ryan_calib,relaxed,129,clip_038,Birdland,Weather Report,0.36759451913510455,neutral,0.378192650131569,neutral,0.005648761361291134,0.929565273325822,0.06478596531288686
ryan_calib,relaxed,130,clip_208,A Forest,The Cure,0.3666599234912387,sad,0.3915796453206051,negative,0.4841927514115837,0.443654279222615,0.0721529693658012
ryan_calib,relaxed,131,clip_004,Blinding Lights,The Weeknd,0.36595581287941803,neutral,0.4461015518064612,neutral,0.0514537915127754,0.8412188191505539,0.10732738933667084
ryan_calib,relaxed,132,clip_067,Titanium (feat. Sia),David Guetta,0.3653737758210115,sad,0.35692821267310204,negative,0.9507957150931439,0.002295850089769061,0.0469084348170871
ryan_calib,relaxed,133,clip_210,The Killing Moon,Echo & The Bunnymen,0.3651220503962344,sad,0.42258129939233546,negative,0.8982296457596514,0.01151273731840105,0.09025761692194767
ryan_calib,relaxed,134,clip_043,Moonlight Sonata,London Philharmonic Orchestra,0.3643798125341692,sad,0.3211578705826047,negative,0.9697647124803015,0.00883035290768021,0.021404934612018377
ryan_calib,relaxed,135,clip_214,Oblivion,Mastodon,0.364136401624957,sad,0.3634933580231628,negative,0.9406114692363782,0.010165622706585135,0.049222908057036725
ryan_calib,relaxed,136,clip_098,Don't Stop Believin',Journey,0.3626658005072959,sad,0.5168910582363484,negative,0.8132647525224409,0.03769820780783359,0.14903703966972548
ryan_calib,relaxed,137,clip_180,Dance Now,JID & Kenny Mason,0.36095198140258605,neutral,0.5506729930388998,neutral,0.27521195058259396,0.5560860850538294,0.16870196436357665
ryan_calib,relaxed,138,clip_042,Symphony No.5 (Beethoven),CJ MAR & Ludwig van Beethoven,0.36040846581998576,neutral,0.5731540727959065,neutral,0.04573411557125435,0.7714823928648317,0.18278349156391382
ryan_calib,relaxed,139,clip_085,drivers license,Olivia Rodrigo,0.3596953459033071,tense,0.6448774105091348,negative,0.5460504182793602,0.22453906487570482,0.22941051684493508
ryan_calib,relaxed,140,clip_035,"Sing, Sing, Sing",Benny Goodman and His Orchestra,0.35938583230736915,neutral,0.5129038882594363,neutral,0.23596898172424782,0.6231187055905127,0.14091231268523946
ryan_calib,relaxed,141,clip_022,Shiver,John Summit & HAYLA,0.35924309756174183,sad,0.5320278858805487,negative,0.798300045198432,0.04827620161163239,0.15342375318993556
ryan_calib,relaxed,142,clip_077,Opus,Eric Prydz,0.3574148015462378,neutral,0.3848316990965145,neutral,0.01161382978281628,0.9361403682424445,0.05224580197473924
ryan_calib,relaxed,143,clip_225,Disfruto,Carla Morrison,0.3573283220046119,sad,0.4112321501542329,negative,0.916750560753451,0.013547469136040775,0.06970197011050838
ryan_calib,relaxed,144,clip_026,Tennessee Whiskey,Chris Stapleton,0.35684841158314085,neutral,0.3675110905876407,neutral,0.01160092569152654,0.9486443279448117,0.039754746363661796
ryan_calib,relaxed,145,clip_012,Breathe Me,Sia,0.35503147262831825,sad,0.38293351741369186,negative,0.948789191257304,0.004202676086371152,0.04700813265632491
ryan_calib,relaxed,146,clip_159,Footprints,Wayne Shorter,0.35452446252959074,neutral,0.37315863880357003,neutral,0.013389680123593336,0.9469637897913754,0.039646530085031224
ryan_calib,relaxed,147,clip_106,Master of Puppets,Metallica,0.3540843015749374,neutral,0.5721415910141078,neutral,0.15284697998689284,0.6755847900454731,0.17156822996763418
ryan_calib,relaxed,148,clip_018,The Girl I Haven't Met,Kudasaibeats,0.3523389280138307,neutral,0.403901465512862,neutral,0.005730353926218752,0.9377704557088221,0.05649919036495916
ryan_calib,relaxed,149,clip_028,So What,Miles Davis,0.3517930689308184,neutral,0.4084180327843104,neutral,0.005862786101135525,0.935536743824627,0.05860047007423754
ryan_calib,relaxed,150,clip_092,Viva La Vida,Coldplay,0.3511574158271953,sad,0.3355778198676197,negative,0.9685916283073147,0.02242746540228002,0.00898090629040527
ryan_calib,relaxed,151,clip_094,Take On Me,a-ha,0.35009231661672224,sad,0.5182424519884047,negative,0.8511561074757091,0.01986173017081759,0.12898216235347343
ryan_calib,relaxed,152,clip_196,Show Me How,Men I Trust,0.3490906803072596,neutral,0.35368801587473303,neutral,0.010926911916371511,0.9714632769883736,0.0176098110952547
ryan_calib,relaxed,153,clip_045,Adagio for Strings,"Samuel Barber, Xavier Pardo Sabartés & Jove Simfònica Orpheus",0.34838978454666747,sad,0.355631855568392,negative,0.9700934399663135,0.012169015410312912,0.017737544623373708
ryan_calib,relaxed,154,clip_084,As It Was,Harry Styles,0.34807550165564793,sad,0.47208589477538887,negative,0.890982841525421,0.01416739253157341,0.09484976594300583
