clip_id,track_name,artist,album,genre,preview_url,track_id,intended_arousal,intended_valence,intended_mood,song_query,artist_query,selection_method,match_score
clip_230,Labios Rotos,ZOE,MTV Unplugged: Música de Fondo (Live),Rock y Alternativo,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/64/dc/cf/64dccf76-c091-eb94-405c-8ee363453bb1/mzaf_13211009249179789264.plus.aac.p.m4a,727494908,medium,negative,tense,Labios Rotos,Zoe,best_score,102.0
clip_229,Pa’ Dónde Se Fue,Mon Laferte,La Trenza,Rock y Alternativo,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/2c/78/04/2c780409-8cf3-57b2-feaa-4959297675c4/mzaf_3795848920905232974.plus.aac.p.m4a,1440880827,medium,negative,sad,Pa' Donde Se Fue,Mon Laferte,best_score,60.75
clip_228,Amárrame (feat. Juanes),Mon Laferte,La Trenza,Rock y Alternativo,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/2b/0b/eb/2b0beb95-9bd2-6d51-1949-a27f60df4e22/mzaf_2567032020133563259.plus.aac.p.m4a,1440881194,medium,positive,happy,Amarrame,Mon Laferte,best_score,42.0
clip_227,Vámonos a Marte,Kevin Kaarl,Hasta el Fin Del Mundo,Folk,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/87/fd/78/87fd7825-be82-6a02-db2f-c06f2d474e91/mzaf_4436585877695415270.plus.aac.p.m4a,1862621557,low,negative,sad,Vamonos a Marte,Kevin Kaarl,best_score,58.667
clip_226,Eres,Café Tacvba,Cuatro Caminos,Rock y Alternativo,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/65/c2/b0/65c2b09c-503b-f4f3-07dd-e4c6434d6611/mzaf_6737834753047942667.plus.aac.p.m4a,1444184596,medium,positive,happy,Eres,Cafe Tacvba,best_score,79.5
clip_225,Disfruto,Carla Morrison,Déjenme Llorar,Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/55/89/f6/5589f6d7-bed1-d60d-c376-8c2da227a997/mzaf_1226023105227924942.plus.aac.p.m4a,1862968116,low,positive,relaxed,Disfruto,Carla Morrison,best_score,102.0
clip_224,To My Love,Bomba Estéreo,Amanecer,Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/10/a7/b8/10a7b854-e58a-738a-f3a6-6178cdf92619/mzaf_2296994656007446309.plus.aac.p.m4a,993274908,medium,positive,happy,To My Love,Bomba Estereo,best_score,79.5
clip_223,Hasta la Raíz,Natalia Lafourcade,Hasta la Raíz (Edición Especial),Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/3b/98/60/3b98602d-c7c7-f329-2091-7cef30c68152/mzaf_3346254391508663693.plus.aac.p.m4a,1055384375,medium,positive,happy,Hasta la Raiz,Natalia Lafourcade,best_score,58.667
clip_222,Marigold,Periphery,Periphery III: Select Difficulty,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/d7/1b/43/d71b430b-eb8a-2f34-d62e-21dbcaf9b74a/mzaf_16823494627330790016.plus.aac.p.m4a,1639115794,high,negative,tense,Marigold,Periphery,best_score,102.0
clip_221,Selkies: The Endless Obsession,Between the Buried and Me,The Best of Between the Buried and Me,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/6c/6b/f5/6c6bf5e5-b59c-3eaa-3359-d54d28f4ebb6/mzaf_3808798627322304759.plus.aac.p.m4a,1442255887,high,negative,tense,Selkies: The Endless Obsession,Between the Buried and Me,best_score,102.0
clip_220,The Art of Dying,GOJIRA,The Way of All Flesh,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/45/03/9c/45039c8b-8a3d-0e38-86af-1ffe1a3a999d/mzaf_12817555103363942232.plus.aac.p.m4a,291261425,high,negative,tense,The Art of Dying,Gojira,best_score,102.0
clip_219,Digital Bath,Deftones,White Pony,Hard Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/36/ca/8e/36ca8e58-ebf6-caa9-1057-d8fe564cac78/mzaf_10188594626065058778.plus.aac.p.m4a,1099848723,medium,negative,tense,Digital Bath,Deftones,best_score,102.0
clip_218,Autre Temps,Alcest,Les Voyages De l'âme,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/61/24/04/612404d9-ad2a-bf07-f524-a3453c96b940/mzaf_7844552721362163909.plus.aac.p.m4a,1556065981,medium,negative,sad,Autre Temps,Alcest,best_score,102.0
clip_217,Bleed,Meshuggah,ObZen,Death Metal/Black Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8b/9b/03/8b9b0375-9ebd-fc84-1de6-7f1773bf13ea/mzaf_5174655997735554572.plus.aac.p.m4a,1882049242,high,negative,tense,Bleed,Meshuggah,best_score,102.0
clip_216,My Curse,Killswitch Engage,As Daylight Dies (Special Edition),Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a9/a1/b4/a9a1b4b6-306f-e90e-8020-46cd3fc26336/mzaf_11526768307470341366.plus.aac.p.m4a,262090792,high,negative,tense,My Curse,Killswitch Engage,best_score,102.0
clip_215,Ghost of Perdition,Opeth,Ghost Reveries,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/7b/9e/09/7b9e09aa-bbe0-feb5-8329-936a3dffe10f/mzaf_15353729448908600362.plus.aac.p.m4a,214473109,high,negative,tense,Ghost of Perdition,Opeth,best_score,102.0
clip_214,Oblivion,Mastodon,Crack the Skye,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/48/a2/6e/48a26e66-bfc6-2522-a136-80959d3655d4/mzaf_9972992973393563794.plus.aac.p.m4a,1218346021,high,negative,tense,Oblivion,Mastodon,best_score,102.0
clip_213,Flying Whales,GOJIRA,From Mars to Sirius,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/be/a4/0a/bea40a20-1b1b-0935-66e2-d0d80f51d33c/mzaf_17143022508128274714.plus.aac.p.m4a,213374170,high,negative,tense,Flying Whales,Gojira,best_score,102.0
clip_212,This Charming Man,The Smiths,The Smiths,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/80/b0/2b/80b02b47-dd50-02f0-8dbd-700f117f4c47/mzaf_6865508113176690808.plus.aac.p.m4a,799995891,high,positive,happy,This Charming Man,The Smiths,best_score,102.0
clip_211,Enola Gay,Orchestral Manoeuvres In the Dark,Organisation,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/3b/0b/d0/3b0bd0ae-b450-00dd-3a31-2d372f503b37/mzaf_1265393616095927658.plus.aac.p.m4a,714776989,high,negative,tense,Enola Gay,Orchestral Manoeuvres in the Dark,best_score,102.0
clip_210,The Killing Moon,Echo & The Bunnymen,Songs to Learn and Sing,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/be/ea/05/beea05d3-da20-5856-5552-bebb1d7c1f4c/mzaf_18275892302936094611.plus.aac.p.m4a,31740178,medium,negative,tense,The Killing Moon,Echo & the Bunnymen,best_score,102.0
clip_209,Cities In Dust,Siouxsie & The Banshees,Tinderbox (Remastered & Expanded),Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/61/c3/3c/61c33c60-b1b1-e807-669b-b5e55ea50865/mzaf_14744696204040940587.plus.aac.p.m4a,1443842139,high,negative,tense,Cities in Dust,Siouxsie and the Banshees,best_score,83.25
clip_208,A Forest,The Cure,Seventeen Seconds (Deluxe Edition),Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/bc/f3/ed/bcf3eda8-4426-1528-f411-5dfe06bfb4d8/mzaf_16155767371106033934.plus.aac.p.m4a,65619482,medium,negative,tense,A Forest,The Cure,best_score,102.0
clip_207,Love My Way,The Psychedelic Furs,Forever Now (2002 Bonus Tracks Edition),New Wave,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/42/b4/f9/42b4f9dd-938f-c86e-e413-953b5bdc003a/mzaf_1389995137883184358.plus.aac.p.m4a,211438542,medium,positive,happy,Love My Way,The Psychedelic Furs,best_score,102.0
clip_206,Life's What You Make It,Talk Talk,The Very Best Of,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/e5/b4/dd/e5b4dd39-770a-c734-a977-eee1f9e2d1c2/mzaf_8282834802859384830.plus.aac.p.m4a,696670535,medium,positive,excited,Life's What You Make It,Talk Talk,best_score,102.0
clip_205,Ceremony,New Order,Substance,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/49/ae/99/49ae9942-efc2-66c9-68d2-b2ba12ae899f/mzaf_3119884863508531048.plus.aac.p.m4a,1530256507,medium,negative,tense,Ceremony,New Order,best_score,102.0
clip_204,Saw You In A Dream,The Japanese House,Saw You In a Dream - EP,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/26/de/dc/26dedcdd-f9cf-ef19-4db1-726fe7459b19/mzaf_17486703770070766609.plus.aac.p.m4a,1440889384,low,negative,sad,Saw You in a Dream,The Japanese House,best_score,102.0
clip_203,Your Best American Girl,Mitski,Puberty 2,Indie Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/de/42/d6/de42d695-47a8-96ca-a0b9-5907630fa487/mzaf_6468437677024902389.plus.aac.p.m4a,1087128509,medium,negative,sad,Your Best American Girl,Mitski,best_score,102.0
clip_202,Only Acting,Kero Kero Bonito,Only Acting - Single,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/d4/22/84/d42284f3-f4da-9672-0061-1562f3f0e096/mzaf_4475973960751118960.plus.aac.p.m4a,1651294284,high,negative,tense,Only Acting,Kero Kero Bonito,best_score,102.0
clip_201,So Hot You're Hurting My Feelings,Caroline Polachek,Pang,Indie Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/7d/50/63/7d50630e-3403-c6be-2f88-9070487841e1/mzaf_16554078699519463994.plus.aac.p.m4a,1482422205,high,positive,happy,So Hot You're Hurting My Feelings,Caroline Polachek,best_score,102.0
