clip_id,track_name,artist,album,genre,preview_url,track_id,intended_arousal,intended_valence,intended_mood,song_query,artist_query,selection_method,match_score
clip_166,"Prélude in G Minor, Op. 23 No. 5",Sergei Rachmaninoff,Rachmaninov Plays Rachmaninov (The Ampico Piano Recordings),Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/92/5a/38/925a3897-7026-0510-83a4-5316aa0bcb37/mzaf_9903901518119841428.plus.aac.p.m4a,1440566050,high,negative,tense,"Prelude in G Minor, Op. 23 No. 5",Sergei Rachmaninoff,best_score,63.875
clip_167,The Lark Ascending,Sir Andrew Davis & BBC Symphony Orchestra,40 Most Beautiful Violin Classics,Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c1/31/7f/c1317f75-a59e-43f8-a471-18f0e6d70ec4/mzaf_15868063259576989728.plus.aac.p.m4a,445272551,low,positive,relaxed,The Lark Ascending,Ralph Vaughan Williams,best_score,72.0
clip_169,"Cello Suite No. 2 in D Minor, BWV 1008: I. Prelude",Jörg Baumann,Bach: Cello Suites,Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/73/4d/9b/734d9b01-62f7-3a7e-4fce-843155d3d0b3/mzaf_16044508527916300524.plus.aac.p.m4a,353570089,medium,negative,tense,"Cello Suite No. 2 in D Minor, BWV 1008: I. Prelude",Johann Sebastian Bach,best_score,72.0
clip_171,Walkin,Denzel Curry,Walkin - Single,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/30/5a/f3/305af32f-198d-6a9c-ec83-6ef66c3306eb/mzaf_14036894059660830860.plus.aac.p.m4a,1856377098,medium,negative,tense,Walkin,Denzel Curry,best_score,100.0
clip_174,Riot!,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/21/2a/a2/212aa263-b28e-c439-8609-13843a610fd2/mzaf_7518029529303278121.plus.aac.p.m4a,1442400732,low,negative,sad,Riot!,Earl Sweatshirt,best_score,102.0
clip_177,Point and Kill (feat. Obongjayar),Little Simz,Sometimes I Might Be Introvert,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ba/bc/c9/babcc926-74ed-25dd-0eab-4acb46489e1a/mzaf_6229760902578443955.plus.aac.p.m4a,1561184461,high,negative,tense,Point and Kill,Little Simz,best_score,77.0
clip_178,Run The Jewels,Run The Jewels,Run The Jewels,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/22/b9/d2/22b9d20e-7a4d-dcf2-1bee-098dc3c8f0c8/mzaf_17704367826533409681.plus.aac.p.m4a,1863305830,medium,negative,sad,Run The Jewels,Run The Jewels,best_score,100.0
clip_182,Rebirth Of Slick (Cool Like Dat),Digable Planets,Reachin' (A New Refutation Of Time And Space),Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1d/70/8e/1d708e45-d1f3-e6e7-121c-97cd18bdee18/mzaf_14632389000309978879.plus.aac.p.m4a,725211798,medium,positive,happy,Rebirth of Slick (Cool Like Dat),Digable Planets,best_score,102.0
clip_183,Emerald Rush,Jon Hopkins,Singularity,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/40/83/bc/4083bc21-409c-f413-727e-b1ee98e2c206/mzaf_12159654791038693203.plus.aac.p.m4a,1349736993,high,positive,excited,Emerald Rush,Jon Hopkins,best_score,102.0
clip_187,Kusanagi,ODESZA,In Return,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/df/09/ff/df09ff63-963e-d0b2-ed2e-7d3ecca428a0/mzaf_2449223300455018209.plus.aac.p.m4a,897564302,low,positive,relaxed,Kusanagi,ODESZA,best_score,102.0
clip_188,Epoch,Tycho,Epoch,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/33/95/76/3395767c-5deb-be0d-1b4e-d5a63ba241cf/mzaf_6003793290416452509.plus.aac.p.m4a,1154578329,medium,positive,relaxed,Epoch,Tycho,best_score,102.0
clip_189,So U Kno,Overmono,So U Kno - Single,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/aa/36/d6/aa36d65f-64ee-d29d-a4af-06b64df538d8/mzaf_1070248895046633374.plus.aac.p.m4a,1658771254,high,positive,excited,So U Kno,Overmono,best_score,102.0
clip_190,Archangel,Burial,Untrue,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/ef/6e/fa/ef6efa09-ae7e-aec6-2eb2-6bd11b22703c/mzaf_18137613516381741140.plus.aac.p.m4a,893175788,medium,negative,tense,Archangel,Burial,best_score,102.0
clip_197,Be Sweet,Japanese Breakfast,Jubilee,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c0/64/67/c0646729-fcb6-0ad1-b996-fd3408b4f4f4/mzaf_679024772755085459.plus.aac.p.m4a,1553364593,high,positive,happy,Be Sweet,Japanese Breakfast,best_score,102.0
clip_199,XS,Rina Sawayama,SAWAYAMA,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/78/e5/b9/78e5b90c-b4a0-d62a-0d55-8c47e0b587e0/mzaf_10492078721256628050.plus.aac.p.m4a,1493469443,high,positive,excited,XS,Rina Sawayama,best_score,102.0
clip_209,Cities In Dust,Siouxsie & The Banshees,Tinderbox (Remastered & Expanded),Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/61/c3/3c/61c33c60-b1b1-e807-669b-b5e55ea50865/mzaf_14744696204040940587.plus.aac.p.m4a,1443842139,high,negative,tense,Cities in Dust,Siouxsie and the Banshees,best_score,83.25
clip_211,Enola Gay,Orchestral Manoeuvres In the Dark,Organisation,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/3b/0b/d0/3b0bd0ae-b450-00dd-3a31-2d372f503b37/mzaf_1265393616095927658.plus.aac.p.m4a,714776989,high,negative,tense,Enola Gay,Orchestral Manoeuvres in the Dark,best_score,102.0
clip_212,This Charming Man,The Smiths,The Smiths,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/80/b0/2b/80b02b47-dd50-02f0-8dbd-700f117f4c47/mzaf_6865508113176690808.plus.aac.p.m4a,799995891,high,positive,happy,This Charming Man,The Smiths,best_score,102.0
clip_214,Oblivion,Mastodon,Crack the Skye,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/48/a2/6e/48a26e66-bfc6-2522-a136-80959d3655d4/mzaf_9972992973393563794.plus.aac.p.m4a,1218346021,high,negative,tense,Oblivion,Mastodon,best_score,102.0
clip_216,My Curse,Killswitch Engage,As Daylight Dies (Special Edition),Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a9/a1/b4/a9a1b4b6-306f-e90e-8020-46cd3fc26336/mzaf_11526768307470341366.plus.aac.p.m4a,262090792,high,negative,tense,My Curse,Killswitch Engage,best_score,102.0
clip_218,Autre Temps,Alcest,Les Voyages De l'âme,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/61/24/04/612404d9-ad2a-bf07-f524-a3453c96b940/mzaf_7844552721362163909.plus.aac.p.m4a,1556065981,medium,negative,sad,Autre Temps,Alcest,best_score,102.0
clip_220,The Art of Dying,GOJIRA,The Way of All Flesh,Metal,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/45/03/9c/45039c8b-8a3d-0e38-86af-1ffe1a3a999d/mzaf_12817555103363942232.plus.aac.p.m4a,291261425,high,negative,tense,The Art of Dying,Gojira,best_score,102.0
clip_224,To My Love,Bomba Estéreo,Amanecer,Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/10/a7/b8/10a7b854-e58a-738a-f3a6-6178cdf92619/mzaf_2296994656007446309.plus.aac.p.m4a,993274908,medium,positive,happy,To My Love,Bomba Estereo,best_score,79.5
clip_225,Disfruto,Carla Morrison,Déjenme Llorar,Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/55/89/f6/5589f6d7-bed1-d60d-c376-8c2da227a997/mzaf_1226023105227924942.plus.aac.p.m4a,1862968116,low,positive,relaxed,Disfruto,Carla Morrison,best_score,102.0
clip_228,Amárrame (feat. Juanes),Mon Laferte,La Trenza,Rock y Alternativo,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/2b/0b/eb/2b0beb95-9bd2-6d51-1949-a27f60df4e22/mzaf_2567032020133563259.plus.aac.p.m4a,1440881194,medium,positive,happy,Amarrame,Mon Laferte,best_score,42.0
clip_230,Labios Rotos,ZOE,MTV Unplugged: Música de Fondo (Live),Rock y Alternativo,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/64/dc/cf/64dccf76-c091-eb94-405c-8ee363453bb1/mzaf_13211009249179789264.plus.aac.p.m4a,727494908,medium,negative,tense,Labios Rotos,Zoe,best_score,102.0
clip_233,Friday Morning,Khruangbin,Con Todo El Mundo,Indie Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ab/76/43/ab76434b-4f27-dd55-ebd4-885c7ba6255c/mzaf_11429483924053960010.plus.aac.p.m4a,1299241652,low,positive,relaxed,Friday Morning,Khruangbin,best_score,102.0
clip_236,How Do I Let a Good Man Down?,Sharon Jones & The Dap-Kings,Naturally,R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/bc/15/f3/bc15f35f-0699-6634-302b-0823710fb04c/mzaf_1767922339824162518.plus.aac.p.m4a,1485055630,high,negative,tense,How Do I Let a Good Man Down?,Sharon Jones & The Dap-Kings,best_score,102.0
clip_237,Bloodbuzz Ohio,The National,High Violet (Bonus Track Version),Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/cb/06/64/cb0664d5-286f-2cfb-a8eb-7b9604e1df18/mzaf_6175269486226138898.plus.aac.p.m4a,368054504,medium,negative,tense,Bloodbuzz Ohio,The National,best_score,102.0
clip_238,Postcards from Italy,Beirut,Gulag Orkestar,Indie Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/89/7a/91/897a9198-ffce-29f8-b47a-eab64cdc77fa/mzaf_17000492803044628056.plus.aac.p.m4a,1309594830,medium,positive,relaxed,Postcards from Italy,Beirut,best_score,102.0
clip_239,The Stable Song,Gregory Alan Isakov,"That Sea, the Gambler",Singer/Songwriter,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f3/70/b0/f370b03c-9513-df68-3bb7-1ec7b1123457/mzaf_1791458000940008014.plus.aac.p.m4a,259648498,low,positive,relaxed,The Stable Song,Gregory Alan Isakov,best_score,102.0
