clip_id,track_name,artist,album,genre,preview_url,track_id,intended_arousal,intended_valence,intended_mood,song_query,artist_query,selection_method,match_score
clip_190,Archangel,Burial,Untrue,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/ef/6e/fa/ef6efa09-ae7e-aec6-2eb2-6bd11b22703c/mzaf_18137613516381741140.plus.aac.p.m4a,893175788,medium,negative,tense,Archangel,Burial,best_score,102.0
clip_189,So U Kno,Overmono,So U Kno - Single,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/aa/36/d6/aa36d65f-64ee-d29d-a4af-06b64df538d8/mzaf_1070248895046633374.plus.aac.p.m4a,1658771254,high,positive,excited,So U Kno,Overmono,best_score,102.0
clip_188,Epoch,Tycho,Epoch,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/33/95/76/3395767c-5deb-be0d-1b4e-d5a63ba241cf/mzaf_6003793290416452509.plus.aac.p.m4a,1154578329,medium,positive,relaxed,Epoch,Tycho,best_score,102.0
clip_187,Kusanagi,ODESZA,In Return,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/df/09/ff/df09ff63-963e-d0b2-ed2e-7d3ecca428a0/mzaf_2449223300455018209.plus.aac.p.m4a,897564302,low,positive,relaxed,Kusanagi,ODESZA,best_score,102.0
clip_186,Atlas,Lane 8,Little by Little,Dance,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/01/63/51/01635120-c956-6906-54c0-0866f8913689/mzaf_15334282776476339653.plus.aac.p.m4a,1495406711,medium,positive,relaxed,Atlas,Lane 8,best_score,102.0
clip_185,Kerala,Bonobo,Migration,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7b/50/f2/7b50f2d2-4ead-9f1c-986f-a780d26a9d12/mzaf_3026587138333977214.plus.aac.p.m4a,1169246072,medium,positive,relaxed,Kerala,Bonobo,best_score,102.0
clip_184,Glue,Bicep,Bicep,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/7c/9c/f6/7c9cf6b3-424a-3cce-96c3-c192b2f6e566/mzaf_4559815962369019993.plus.aac.p.m4a,1240586502,medium,positive,relaxed,Glue,Bicep,best_score,102.0
clip_183,Emerald Rush,Jon Hopkins,Singularity,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/40/83/bc/4083bc21-409c-f413-727e-b1ee98e2c206/mzaf_12159654791038693203.plus.aac.p.m4a,1349736993,high,positive,excited,Emerald Rush,Jon Hopkins,best_score,102.0
clip_182,Rebirth Of Slick (Cool Like Dat),Digable Planets,Reachin' (A New Refutation Of Time And Space),Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1d/70/8e/1d708e45-d1f3-e6e7-121c-97cd18bdee18/mzaf_14632389000309978879.plus.aac.p.m4a,725211798,medium,positive,happy,Rebirth of Slick (Cool Like Dat),Digable Planets,best_score,102.0
clip_181,Gang Signs (feat. ScHoolboy Q),Freddie Gibbs,Gang Signs (feat. ScHoolboy Q) - Single,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/9c/cd/5f/9ccd5fcd-4dc2-605a-fdba-e091594f3456/mzaf_13830450201555714616.plus.aac.p.m4a,1549548181,medium,negative,tense,Gang Signs,Freddie Gibbs,best_score,75.0
clip_180,Dance Now,JID & Kenny Mason,The Forever Story,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/67/bf/c7/67bfc7c5-e85a-963f-2eae-81b731880794/mzaf_6449064193986064268.plus.aac.p.m4a,1790783327,high,negative,tense,Dance Now,JID,best_score,88.0
clip_179,DEVASTATED,Joey Bada$$,ALL-AMERIKKKAN BADA$$,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/16/e7/12/16e71244-2f14-4f92-ff78-fb2aa08a30e4/mzaf_17395411500127318618.plus.aac.p.m4a,1504167055,high,negative,tense,DEVASTATED,Joey Bada$$,best_score,100.0
clip_178,Run The Jewels,Run The Jewels,Run The Jewels,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/22/b9/d2/22b9d20e-7a4d-dcf2-1bee-098dc3c8f0c8/mzaf_17704367826533409681.plus.aac.p.m4a,1863305830,medium,negative,sad,Run The Jewels,Run The Jewels,best_score,100.0
clip_177,Point and Kill (feat. Obongjayar),Little Simz,Sometimes I Might Be Introvert,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ba/bc/c9/babcc926-74ed-25dd-0eab-4acb46489e1a/mzaf_6229760902578443955.plus.aac.p.m4a,1561184461,high,negative,tense,Point and Kill,Little Simz,best_score,77.0
clip_176,Norf Norf,Vince Staples,Summertime '06,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/05/2a/60/052a6047-6477-5603-75da-0dee9bda158f/mzaf_6662896450146292246.plus.aac.p.m4a,1442881982,high,negative,tense,Norf Norf,Vince Staples,best_score,100.0
clip_175,All Caps,Madvillain,Madvillainy Instrumentals,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d3/e1/63/d3e163a7-e256-7267-1bf4-e2b86b8b90a1/mzaf_15689134880400181192.plus.aac.p.m4a,41655325,medium,negative,tense,All Caps,Madvillain,best_score,102.0
clip_174,Riot!,Earl Sweatshirt,Some Rap Songs,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/21/2a/a2/212aa263-b28e-c439-8609-13843a610fd2/mzaf_7518029529303278121.plus.aac.p.m4a,1442400732,low,negative,sad,Riot!,Earl Sweatshirt,best_score,102.0
clip_173,None Shall Pass,Aesop Rock,None Shall Pass (Bonus Edition),Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/98/9e/93/989e9370-7db4-6e9a-74dd-f84b7765c247/mzaf_12127818186791660818.plus.aac.p.m4a,1623690092,high,negative,tense,None Shall Pass,Aesop Rock,best_score,102.0
clip_172,Raydar,JID,The Forever Story,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/79/8f/ba/798fba2f-45e3-534a-3595-b80c4b13923a/mzaf_1310724192152983713.plus.aac.p.m4a,1790783325,high,negative,tense,Raydar,JID,best_score,100.0
clip_171,Walkin,Denzel Curry,Walkin - Single,Hip-Hop/Rap,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/30/5a/f3/305af32f-198d-6a9c-ec83-6ef66c3306eb/mzaf_14036894059660830860.plus.aac.p.m4a,1856377098,medium,negative,tense,Walkin,Denzel Curry,best_score,100.0
clip_170,"Symphony No. 7 in A Major, Op. 92: II. Allegretto",London Symphony Orchestra & Josef Krips,Beethoven: The Complete Symphony Collection,Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/2d/dd/1d/2ddd1d0e-6e38-88d0-786f-8d427ad40f32/mzaf_15650359682586249842.plus.aac.p.m4a,288462139,medium,negative,tense,"Symphony No. 7 in A Major, Op. 92: II. Allegretto",Ludwig van Beethoven,best_score,72.0
clip_169,"Cello Suite No. 2 in D Minor, BWV 1008: I. Prelude",Jörg Baumann,Bach: Cello Suites,Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/73/4d/9b/734d9b01-62f7-3a7e-4fce-843155d3d0b3/mzaf_16044508527916300524.plus.aac.p.m4a,353570089,medium,negative,tense,"Cello Suite No. 2 in D Minor, BWV 1008: I. Prelude",Johann Sebastian Bach,best_score,72.0
clip_168,"Sicilienne, Op. 78",Yo-Yo Ma & Kathryn Stott,Merci,Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/be/6d/57/be6d57b6-4968-d6a4-81d7-ead0b917fefc/mzaf_15232409822569512815.plus.aac.p.m4a,1766801454,low,positive,relaxed,"Sicilienne, Op. 78",Gabriel Faure,best_score,72.0
clip_167,The Lark Ascending,Sir Andrew Davis & BBC Symphony Orchestra,40 Most Beautiful Violin Classics,Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c1/31/7f/c1317f75-a59e-43f8-a471-18f0e6d70ec4/mzaf_15868063259576989728.plus.aac.p.m4a,445272551,low,positive,relaxed,The Lark Ascending,Ralph Vaughan Williams,best_score,72.0
clip_166,"Prélude in G Minor, Op. 23 No. 5",Sergei Rachmaninoff,Rachmaninov Plays Rachmaninov (The Ampico Piano Recordings),Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/92/5a/38/925a3897-7026-0510-83a4-5316aa0bcb37/mzaf_9903901518119841428.plus.aac.p.m4a,1440566050,high,negative,tense,"Prelude in G Minor, Op. 23 No. 5",Sergei Rachmaninoff,best_score,63.875
clip_165,Gnossienne No. 3,Kai Schumacher,Beauty In Simplicity,Minimalism,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/fd/73/2c/fd732c0a-b7bf-1cb1-9cc4-408086992270/mzaf_12476698175847777609.plus.aac.p.m4a,1270113647,low,negative,sad,Gnossienne No. 3,Erik Satie,best_score,72.0
clip_164,Fantasia on a Theme by Thomas Tallis,London Philharmonic Orchestra & Sir Roger Norrington,Sleep: 111 Pieces of Classical Music for Bedtime,Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c5/8f/d1/c58fd129-e781-7bf7-54be-250b583fa915/mzaf_12487767423588935555.plus.aac.p.m4a,1440839319,low,negative,sad,Fantasia on a Theme by Thomas Tallis,Ralph Vaughan Williams,best_score,72.0
clip_163,"String Quartet No. 8 in C Minor, Op. 110: II. Allegro molto",Emerson String Quartet,Shostakovich: The String Quartets,Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e5/05/99/e50599f4-c23a-4034-6b05-b8bb52138325/mzaf_15632765322212059069.plus.aac.p.m4a,1452147266,high,negative,tense,"String Quartet No. 8 in C Minor, Op. 110: II. Allegro molto",Dmitri Shostakovich,best_score,72.0
clip_162,Spiegel im spiegel,Angèle Dubeau & La Pietà,Pärt: Portrait,Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/64/68/52/6468526e-f789-71fc-c537-6ea4b041f40e/mzaf_10236163795184120551.plus.aac.p.m4a,356926261,low,positive,relaxed,Spiegel im Spiegel,Arvo Part,best_score,72.0
clip_161,Pavane pour une infante défunte (Arr. Linos Piano Trio),Linos Piano Trio,Ravel: In Search of Lost Dance,Classical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/cb/08/7d/cb087d0b-ad9c-2651-d12a-daf05e326ee1/mzaf_7709635850498123522.plus.aac.p.m4a,1675148375,low,negative,sad,Pavane pour une infante defunte,Maurice Ravel,best_score,32.0
clip_160,In a Sentimental Mood,Duke Ellington & John Coltrane,Duke Ellington & John Coltrane,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ec/10/a3/ec10a360-882f-f524-cd99-c9b47242c511/mzaf_9079424449416004.plus.aac.p.m4a,1440810227,low,positive,relaxed,In a Sentimental Mood,Duke Ellington & John Coltrane,best_score,102.0
clip_159,Footprints,Wayne Shorter,Adam's Apple,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/68/ab/c3/68abc3ff-65af-2785-e173-bb66b465eef3/mzaf_8044807894290668594.plus.aac.p.m4a,1443300509,medium,negative,tense,Footprints,Wayne Shorter,best_score,102.0
clip_158,Moanin',Charles Mingus,Blues & Roots (Bonus Track Version),Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/e9/0e/b0/e90eb00a-d9a0-8e40-7a06-84c610fd9aa2/mzaf_5055124392757281959.plus.aac.p.m4a,213005327,medium,negative,tense,Moanin',Charles Mingus,best_score,102.0
clip_157,Dolphin Dance,Herbie Hancock,Dedication,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/50/f2/fc/50f2fc4f-d356-b734-6169-25a0ea45391c/mzaf_12927973613987552467.plus.aac.p.m4a,290306685,medium,positive,relaxed,Dolphin Dance,Herbie Hancock,best_score,102.0
clip_156,Stolen Moments,Oliver Nelson,The Blues And The Abstract Truth,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a4/54/2d/a4542d91-50e8-2309-bc99-c01ceb96b7ba/mzaf_7194613831193405435.plus.aac.p.m4a,1571406413,medium,negative,tense,Stolen Moments,Oliver Nelson,best_score,102.0
clip_155,Hat and Beard,Eric Dolphy,Out to Lunch!,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/dc/5f/75/dc5f753a-ce24-f7a1-a045-758b33f3d046/mzaf_15174663253580294155.plus.aac.p.m4a,1455686802,medium,negative,tense,Hat and Beard,Eric Dolphy,best_score,102.0
clip_154,Peace Piece,Bill Evans,Everybody Digs Bill Evans (Keepnews Collection),Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/c7/c0/fd/c7c0fdba-8dfb-73aa-d8b7-9ff2bdea9254/mzaf_4834298594644162342.plus.aac.p.m4a,1440926603,low,positive,relaxed,Peace Piece,Bill Evans,best_score,102.0
clip_153,Infant Eyes,Wayne Shorter,Speak No Evil (Rudy Van Gelder Edition),Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/64/bb/fa/64bbfadc-90de-290a-2cd3-7f2a2d0c00b4/mzaf_10520090854835555917.plus.aac.p.m4a,723473860,low,negative,sad,Infant Eyes,Wayne Shorter,best_score,102.0
clip_152,Idle Moments,Grant Green,Idle Moments,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7a/92/b4/7a92b4bd-0da1-0128-6a91-04e993e8c300/mzaf_16974025478810872117.plus.aac.p.m4a,1443768988,low,positive,relaxed,Idle Moments,Grant Green,best_score,102.0
clip_151,Search for Peace,McCoy Tyner,The Real McCoy,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/35/af/1c/35af1c23-8777-abb2-9645-9af7529075af/mzaf_17697857131342273195.plus.aac.p.m4a,721274775,low,positive,relaxed,Search for Peace,McCoy Tyner,best_score,102.0
clip_150,The Chain,Fleetwood Mac,Rumours (Super Deluxe Edition),Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/f8/ca/ce/f8cacea5-06c3-8a2c-23a3-a8fa5d8bad06/mzaf_10731390801637708238.plus.aac.p.m4a,651880159,medium,negative,tense,The Chain,Fleetwood Mac,best_score,102.0
clip_149,Hallelujah,Jeff Buckley,Grace,Holiday,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/3d/f9/7f/3df97f47-c0a4-bdf8-53fa-19e99fa891f1/mzaf_16433687184189443153.plus.aac.p.m4a,1046187586,low,negative,sad,Hallelujah,Jeff Buckley,best_score,102.0
clip_148,Teardrop,Massive Attack,Mezzanine,Electronic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/f0/31/78/f0317854-f180-d1cd-a974-8acc48834b7b/mzaf_8992917226755403839.plus.aac.p.m4a,724466700,low,negative,tense,Teardrop,Massive Attack,best_score,102.0
clip_147,Killing in the Name (Live at 2000 Democratic National Convention),Rage Against the Machine,Democratic National Convention 2000 (Live) - EP,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/52/f5/e6/52f5e648-d504-d6d8-a3f4-a2f40db68326/mzaf_8855636367189570390.plus.aac.p.m4a,1773340317,high,negative,tense,Killing in the Name,Rage Against The Machine,best_score,77.0
clip_146,Sweet Child O' Mine,Guns N' Roses,Appetite for Destruction,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/bc/fd/73/bcfd7312-9f1e-a1b0-524b-cbda6e0c1050/mzaf_248640128027576869.plus.aac.p.m4a,1377826892,high,positive,excited,Sweet Child O' Mine,Guns N' Roses,best_score,102.0
clip_145,September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/49/2d/44/492d441e-f0ce-5c3a-dcc6-3a892d2600f2/mzaf_2765278844043228646.plus.aac.p.m4a,1456623340,high,positive,happy,September,Earth Wind & Fire,best_score,102.0
clip_144,Ain't No Sunshine,Bill Withers,Just As I Am,R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/c1/97/a5/c197a504-bc13-0709-3f6f-904026c782dd/mzaf_11719507637175591282.plus.aac.p.m4a,293521573,low,negative,sad,Ain't No Sunshine,Bill Withers,best_score,102.0
clip_143,Superstition,Stevie Wonder,Talking Book,R&B/Soul,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/ff/a3/1a/ffa31a9f-8d91-68a8-e85c-cf8e74284079/mzaf_15951061299338017971.plus.aac.p.m4a,1440808985,high,positive,happy,Superstition,Stevie Wonder,best_score,102.0
clip_142,Go Your Own Way,Fleetwood Mac,Rumours,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d1/37/68/d1376853-ec1e-cce0-4ac9-2e98fc9d9c51/mzaf_7672022765745493173.plus.aac.p.m4a,594061859,high,negative,tense,Go Your Own Way,Fleetwood Mac,best_score,102.0
clip_141,Dreams,Fleetwood Mac,Greatest Hits,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/cb/87/29/cb872937-bebb-f309-821e-5459a873f1b6/mzaf_13232595752463797281.plus.aac.p.m4a,202272624,medium,positive,relaxed,Dreams,Fleetwood Mac,best_score,102.0
clip_140,Everlong,Foo Fighters,The Colour And The Shape,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d0/77/17/d07717cb-9977-1cbb-6634-3e598d0c4da6/mzaf_15769952961470333318.plus.aac.p.m4a,362133505,high,positive,excited,Everlong,Foo Fighters,best_score,102.0
clip_139,Smells Like Teen Spirit,Nirvana,Nevermind,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a6/53/1e/a6531efa-397c-eb73-ecab-9b2790c1471e/mzaf_16440344883389407474.plus.aac.p.m4a,1440783625,high,negative,tense,Smells Like Teen Spirit,Nirvana,best_score,102.0
clip_138,Just Like Heaven,The Cure,"Kiss Me, Kiss Me, Kiss Me",Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/cb/31/2d/cb312df8-ccdc-cd89-88c4-832b4d454963/mzaf_10323324397338669644.plus.aac.p.m4a,31739774,high,positive,happy,Just Like Heaven,The Cure,best_score,102.0
clip_137,Blue Monday,New Order,iTunes Originals: New Order,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/0f/43/1c/0f431c1a-119c-6614-2736-3fbc4c8a597c/mzaf_3646998447648845325.plus.aac.p.m4a,264135997,high,negative,tense,Blue Monday,New Order,best_score,102.0
clip_136,Fast Car,Tracy Chapman,Tracy Chapman,Singer/Songwriter,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/bb/93/7f/bb937f13-1300-567d-066f-f6100470abfc/mzaf_8116318070857768430.plus.aac.p.m4a,79565507,medium,negative,sad,Fast Car,Tracy Chapman,best_score,102.0
clip_135,Ho Hey,The Lumineers,Ho Hey - Single,Folk,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/12/a7/d7/12a7d77c-b9cb-550a-dacc-7e96676b8e49/mzaf_14790682879186925076.plus.aac.p.m4a,1754031516,medium,positive,happy,Ho Hey,The Lumineers,best_score,102.0
clip_134,Dog Days Are Over,Florence + the Machine,Lungs (Digital Deluxe Version),Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/3b/d1/e3/3bd1e3cf-e2b5-98e3-3078-1d1623914404/mzaf_10047268165932809049.plus.aac.p.m4a,1470593922,high,positive,happy,Dog Days Are Over,Florence + The Machine,best_score,102.0
clip_133,Three Little Birds,Bob Marley & The Wailers,Legend – The Best Of Bob Marley & The Wailers,Reggae,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/af/fc/90/affc9056-e658-fe90-0f07-a8790d1d7265/mzaf_9608562567489878696.plus.aac.p.m4a,1469575900,medium,positive,happy,Three Little Birds,Bob Marley,best_score,90.0
clip_132,"No Woman, No Cry",Bob Marley & The Wailers,Natty Dread (2013 Remaster),Roots Reggae,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c0/72/17/c07217c9-c2ff-8f96-abc9-5a6c42464d69/mzaf_5036872155813968561.plus.aac.p.m4a,1440861526,low,positive,relaxed,No Woman No Cry,Bob Marley,best_score,90.0
clip_131,Suavemente,Elvis Crespo,Suavemente,Música tropical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/42/f4/b4/42f4b497-cbfb-a982-788d-69294bd119ef/mzaf_4406960368277173940.plus.aac.p.m4a,187429633,high,positive,happy,Suavemente,Elvis Crespo,best_score,102.0
clip_130,Mi Gente,J Balvin & Willy William,Vibras,Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/de/bf/1f/debf1ffb-3440-93ce-b0a8-1477874a2419/mzaf_16600081962078547731.plus.aac.p.m4a,1368816792,high,positive,excited,Mi Gente,J Balvin,best_score,90.0
clip_129,La Camisa Negra,Juanes,Mi Sangre,Latin,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/84/de/46/84de46ef-f9f8-c6ad-fb6e-f6d5ca7571b7/mzaf_17789816509198950478.plus.aac.p.m4a,1440652265,medium,negative,tense,La Camisa Negra,Juanes,best_score,102.0
clip_128,Bidi Bidi Bom Bom,Selena,Ones,Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a7/34/5f/a7345f47-c6ac-f631-abbd-7d67e75020ac/mzaf_6200086704705038712.plus.aac.p.m4a,714819752,high,positive,happy,Bidi Bidi Bom Bom,Selena,best_score,102.0
clip_127,Bamboleo,Gipsy Kings,Gipsy Kings,Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/08/9b/d5/089bd576-e163-f499-d3a0-7e0d85d1a690/mzaf_9319451075527150968.plus.aac.p.m4a,316136220,high,positive,happy,Bamboleo,Gipsy Kings,best_score,102.0
clip_126,Oye Como Va,Santana,Ultimate Santana,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/98/1f/25/981f2559-37b4-d249-4ab9-8fbbba391bd3/mzaf_17889077170191008167.plus.aac.p.m4a,265816671,high,positive,relaxed,Oye Como Va,Santana,best_score,102.0
clip_125,Hips Don't Lie (feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ac/c7/61/acc7619f-c1e3-e0a5-df9b-0329a35af062/mzaf_13106936727189536738.plus.aac.p.m4a,1817217063,high,positive,happy,Hips Don't Lie,Shakira,best_score,77.0
clip_124,Danza Kuduro (feat. Lucenzo),Don Omar,Meet The Orphans (Deluxe Edition),Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/13/79/d1/1379d1f5-0c47-8df7-7e21-ef6225854d2d/mzaf_3711008858921440324.plus.aac.p.m4a,1440636498,high,positive,excited,Danza Kuduro,Don Omar,best_score,77.0
clip_123,Tití Me Preguntó (Mixed),Bad Bunny,ARTZ Basel Miami Mix (DJ Mix),Hip-Hop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/61/8e/2d/618e2d09-d6e5-1864-92b3-b5ea326bc1a9/mzaf_18353592973487747406.plus.aac.p.m4a,1664297506,high,positive,excited,Titi Me Pregunto,Bad Bunny,best_score,50.333
