clip_id,track_name,artist,album,genre,preview_url,track_id,intended_arousal,intended_valence,intended_mood,song_query,artist_query,selection_method,match_score
clip_142,Go Your Own Way,Fleetwood Mac,Rumours,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d1/37/68/d1376853-ec1e-cce0-4ac9-2e98fc9d9c51/mzaf_7672022765745493173.plus.aac.p.m4a,594061859,high,negative,tense,Go Your Own Way,Fleetwood Mac,best_score,102.0
clip_141,Dreams,Fleetwood Mac,Greatest Hits,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/cb/87/29/cb872937-bebb-f309-821e-5459a873f1b6/mzaf_13232595752463797281.plus.aac.p.m4a,202272624,medium,positive,relaxed,Dreams,Fleetwood Mac,best_score,102.0
clip_140,Everlong,Foo Fighters,The Colour And The Shape,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d0/77/17/d07717cb-9977-1cbb-6634-3e598d0c4da6/mzaf_15769952961470333318.plus.aac.p.m4a,362133505,high,positive,excited,Everlong,Foo Fighters,best_score,102.0
clip_139,Smells Like Teen Spirit,Nirvana,Nevermind,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a6/53/1e/a6531efa-397c-eb73-ecab-9b2790c1471e/mzaf_16440344883389407474.plus.aac.p.m4a,1440783625,high,negative,tense,Smells Like Teen Spirit,Nirvana,best_score,102.0
clip_138,Just Like Heaven,The Cure,"Kiss Me, Kiss Me, Kiss Me",Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/cb/31/2d/cb312df8-ccdc-cd89-88c4-832b4d454963/mzaf_10323324397338669644.plus.aac.p.m4a,31739774,high,positive,happy,Just Like Heaven,The Cure,best_score,102.0
clip_137,Blue Monday,New Order,iTunes Originals: New Order,Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/0f/43/1c/0f431c1a-119c-6614-2736-3fbc4c8a597c/mzaf_3646998447648845325.plus.aac.p.m4a,264135997,high,negative,tense,Blue Monday,New Order,best_score,102.0
clip_136,Fast Car,Tracy Chapman,Tracy Chapman,Singer/Songwriter,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/bb/93/7f/bb937f13-1300-567d-066f-f6100470abfc/mzaf_8116318070857768430.plus.aac.p.m4a,79565507,medium,negative,sad,Fast Car,Tracy Chapman,best_score,102.0
clip_135,Ho Hey,The Lumineers,Ho Hey - Single,Folk,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/12/a7/d7/12a7d77c-b9cb-550a-dacc-7e96676b8e49/mzaf_14790682879186925076.plus.aac.p.m4a,1754031516,medium,positive,happy,Ho Hey,The Lumineers,best_score,102.0
clip_134,Dog Days Are Over,Florence + the Machine,Lungs (Digital Deluxe Version),Alternative,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/3b/d1/e3/3bd1e3cf-e2b5-98e3-3078-1d1623914404/mzaf_10047268165932809049.plus.aac.p.m4a,1470593922,high,positive,happy,Dog Days Are Over,Florence + The Machine,best_score,102.0
clip_133,Three Little Birds,Bob Marley & The Wailers,Legend – The Best Of Bob Marley & The Wailers,Reggae,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/af/fc/90/affc9056-e658-fe90-0f07-a8790d1d7265/mzaf_9608562567489878696.plus.aac.p.m4a,1469575900,medium,positive,happy,Three Little Birds,Bob Marley,best_score,90.0
clip_132,"No Woman, No Cry",Bob Marley & The Wailers,Natty Dread (2013 Remaster),Roots Reggae,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c0/72/17/c07217c9-c2ff-8f96-abc9-5a6c42464d69/mzaf_5036872155813968561.plus.aac.p.m4a,1440861526,low,positive,relaxed,No Woman No Cry,Bob Marley,best_score,90.0
clip_131,Suavemente,Elvis Crespo,Suavemente,Música tropical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/42/f4/b4/42f4b497-cbfb-a982-788d-69294bd119ef/mzaf_4406960368277173940.plus.aac.p.m4a,187429633,high,positive,happy,Suavemente,Elvis Crespo,best_score,102.0
clip_130,Mi Gente,J Balvin & Willy William,Vibras,Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/de/bf/1f/debf1ffb-3440-93ce-b0a8-1477874a2419/mzaf_16600081962078547731.plus.aac.p.m4a,1368816792,high,positive,excited,Mi Gente,J Balvin,best_score,90.0
clip_129,La Camisa Negra,Juanes,Mi Sangre,Latin,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/84/de/46/84de46ef-f9f8-c6ad-fb6e-f6d5ca7571b7/mzaf_17789816509198950478.plus.aac.p.m4a,1440652265,medium,negative,tense,La Camisa Negra,Juanes,best_score,102.0
clip_128,Bidi Bidi Bom Bom,Selena,Ones,Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a7/34/5f/a7345f47-c6ac-f631-abbd-7d67e75020ac/mzaf_6200086704705038712.plus.aac.p.m4a,714819752,high,positive,happy,Bidi Bidi Bom Bom,Selena,best_score,102.0
clip_127,Bamboleo,Gipsy Kings,Gipsy Kings,Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/08/9b/d5/089bd576-e163-f499-d3a0-7e0d85d1a690/mzaf_9319451075527150968.plus.aac.p.m4a,316136220,high,positive,happy,Bamboleo,Gipsy Kings,best_score,102.0
clip_126,Oye Como Va,Santana,Ultimate Santana,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/98/1f/25/981f2559-37b4-d249-4ab9-8fbbba391bd3/mzaf_17889077170191008167.plus.aac.p.m4a,265816671,high,positive,relaxed,Oye Como Va,Santana,best_score,102.0
clip_125,Hips Don't Lie (feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",Pop Latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ac/c7/61/acc7619f-c1e3-e0a5-df9b-0329a35af062/mzaf_13106936727189536738.plus.aac.p.m4a,1817217063,high,positive,happy,Hips Don't Lie,Shakira,best_score,77.0
clip_124,Danza Kuduro (feat. Lucenzo),Don Omar,Meet The Orphans (Deluxe Edition),Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/13/79/d1/1379d1f5-0c47-8df7-7e21-ef6225854d2d/mzaf_3711008858921440324.plus.aac.p.m4a,1440636498,high,positive,excited,Danza Kuduro,Don Omar,best_score,77.0
clip_123,Tití Me Preguntó (Mixed),Bad Bunny,ARTZ Basel Miami Mix (DJ Mix),Hip-Hop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/61/8e/2d/618e2d09-d6e5-1864-92b3-b5ea326bc1a9/mzaf_18353592973487747406.plus.aac.p.m4a,1664297506,high,positive,excited,Titi Me Pregunto,Bad Bunny,best_score,50.333
clip_122,Gasolina,Daddy Yankee,Barrio Fino (Deluxe Version),Urbano latino,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/6c/56/33/6c5633cf-a5f0-d489-f3e2-4fdd9b821ef3/mzaf_417409533127729756.plus.aac.p.m4a,1786000124,high,positive,excited,Gasolina,Daddy Yankee,best_score,102.0
clip_121,Vivir Mi Vida,Marc Anthony,3.0,Música tropical,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/10/fd/bf/10fdbf20-d17d-a8a2-6058-c1ef9f221068/mzaf_9159790581568803090.plus.aac.p.m4a,668743167,high,positive,happy,Vivir Mi Vida,Marc Anthony,best_score,102.0
